sku,priceCents,nome,compareAtCents,shortBenefit,description,seoTitle,seoDescription
MJOY-0185,6590,Selênio 300 mg,,Fórmula manipulada para apoiar imunidade. Qualidade e entrega nacional.,"Selênio 300 mg é uma fórmula manipulada que pode contribuir para seu bem-estar. Composição: Selênio 300 mg. Use conforme orientação do seu médico ou nutricionista. Manter em local seco, longe da luz. Consulte um profissional de saúde antes do uso.",Selênio 300 mg | Me Joy,Selênio 300 mg. Fórmula manipulada. Entrega em todo Brasil. Me Joy.
MJOY-0186,6590,Quercetina 500 mg,,Fórmula manipulada para apoiar imunidade. Qualidade e entrega nacional.,"Quercetina 500 mg é uma fórmula manipulada que pode contribuir para seu bem-estar. Composição: Quercetina 500 mg. Use conforme orientação do seu médico ou nutricionista. Manter em local seco, longe da luz. Consulte um profissional de saúde antes do uso.",Quercetina 500 mg | Me Joy,Quercetina 500 mg. Fórmula manipulada. Entrega em todo Brasil. Me Joy.
MJOY-0187,6590,NAC 500 mg,,Fórmula manipulada para apoiar detox & fígado. Qualidade e entrega nacional.,"NAC 500 mg é uma fórmula manipulada que pode contribuir para seu bem-estar. Composição: NAC 500 mg. Use conforme orientação do seu médico ou nutricionista. Manter em local seco, longe da luz. Consulte um profissional de saúde antes do uso.",NAC 500 mg | Me Joy,NAC 500 mg. Fórmula manipulada. Entrega em todo Brasil. Me Joy.
MJOY-0188,7890,Berberina 500 mg,,Fórmula manipulada para apoiar emagrecimento & metabolismo. Qualidade e entrega nacional.,"Berberina 500 mg é uma fórmula manipulada que pode contribuir para seu bem-estar. Composição: Berberina 500 mg. Use conforme orientação do seu médico ou nutricionista. Manter em local seco, longe da luz. Consulte um profissional de saúde antes do uso.",Berberina 500 mg | Me Joy,Berberina 500 mg. Fórmula manipulada. Entrega em todo Brasil. Me Joy.
MJOY-0189,6590,L-Carnitina 100 mg,,Fórmula manipulada para apoiar energia & performance. Qualidade e entrega nacional.,"L-Carnitina 100 mg é uma fórmula manipulada que pode contribuir para seu bem-estar. Composição: L-Carnitina 100 mg. Use conforme orientação do seu médico ou nutricionista. Manter em local seco, longe da luz. Consulte um profissional de saúde antes do uso.",L-Carnitina 100 mg | Me Joy,L-Carnitina 100 mg. Fórmula manipulada. Entrega em todo Brasil. Me Joy.
MJOY-0190,6590,Glutamina 300 mg,,Fórmula manipulada para apoiar intestino. Qualidade e entrega nacional.,"Glutamina 300 mg é uma fórmula manipulada que pode contribuir para seu bem-estar. Composição: Glutamina 300 mg. Use conforme orientação do seu médico ou nutricionista. Manter em local seco, longe da luz. Consulte um profissional de saúde antes do uso.",Glutamina 300 mg | Me Joy,Glutamina 300 mg. Fórmula manipulada. Entrega em todo Brasil. Me Joy.
MJOY-0191,6590,Multivitamínico 500 mg,,Fórmula manipulada para apoiar imunidade. Qualidade e entrega nacional.,"Multivitamínico 500 mg é uma fórmula manipulada que pode contribuir para seu bem-estar. Composição: Multivitamínico 500 mg. Use conforme orientação do seu médico ou nutricionista. Manter em local seco, longe da luz. Consulte um profissional de saúde antes do uso.",Multivitamínico 500 mg | Me Joy,Multivitamínico 500 mg. Fórmula manipulada. Entrega em todo Brasil. Me Joy.
MJOY-0192,5590,Inibidor De Apetite (Fibras) 5% + ativos,,Fórmula manipulada para apoiar emagrecimento & metabolismo. Qualidade e entrega nacional.,"Inibidor De Apetite (Fibras) 5% + ativos é uma fórmula manipulada que pode contribuir para seu bem-estar. Composição: Inibidor De Apetite (Fibras) 5% + ativos. Use conforme orientação do seu médico ou nutricionista. Manter em local seco, longe da luz. Consulte um profissional de saúde antes do uso.",Inibidor De Apetite (Fibras) 5% + ativos | Me Joy,Inibidor De Apetite (Fibras) 5% + ativos. Fórmula manipulada. Entrega em todo Brasil. Me Joy.
MJOY-0193,6690,Ácido Hialurônico 5% + ativos,,Fórmula manipulada para apoiar pele & beleza. Qualidade e entrega nacional.,"Ácido Hialurônico 5% + ativos é uma fórmula manipulada que pode contribuir para seu bem-estar. Composição: Ácido Hialurônico 5% + ativos. Use conforme orientação do seu médico ou nutricionista. Manter em local seco, longe da luz. Consulte um profissional de saúde antes do uso.",Ácido Hialurônico 5% + ativos | Me Joy,Ácido Hialurônico 5% + ativos. Fórmula manipulada. Entrega em todo Brasil. Me Joy.
MJOY-0194,7990,Tribulus Terrestris 500 mg (40% saponinas),,Fórmula manipulada para apoiar hormonal & libido. Qualidade e entrega nacional.,"Tribulus Terrestris 500 mg (40% saponinas) é uma fórmula manipulada que pode contribuir para seu bem-estar. Composição: Tribulus Terrestris 500 mg (40% saponinas). Use conforme orientação do seu médico ou nutricionista. Manter em local seco, longe da luz. Consulte um profissional de saúde antes do uso.",Tribulus Terrestris 500 mg (40% saponinas) | Me Joy,Tribulus Terrestris 500 mg (40% saponinas). Fórmula manipulada. Entrega em todo Brasil. Me Joy.
MJOY-0195,6590,Creatina 200 g,,Fórmula manipulada para apoiar energia & performance. Qualidade e entrega nacional.,"Creatina 200 g é uma fórmula manipulada que pode contribuir para seu bem-estar. Composição: Creatina 200 g. Use conforme orientação do seu médico ou nutricionista. Manter em local seco, longe da luz. Consulte um profissional de saúde antes do uso.",Creatina 200 g | Me Joy,Creatina 200 g. Fórmula manipulada. Entrega em todo Brasil. Me Joy.
MJOY-0196,5590,Colina 5% + ativos,,Fórmula manipulada para apoiar detox & fígado. Qualidade e entrega nacional.,"Colina 5% + ativos é uma fórmula manipulada que pode contribuir para seu bem-estar. Composição: Colina 5% + ativos. Use conforme orientação do seu médico ou nutricionista. Manter em local seco, longe da luz. Consulte um profissional de saúde antes do uso.",Colina 5% + ativos | Me Joy,Colina 5% + ativos. Fórmula manipulada. Entrega em todo Brasil. Me Joy.
MJOY-0197,5590,Psyllium 300 g,,Fórmula manipulada para apoiar emagrecimento & metabolismo. Qualidade e entrega nacional.,"Psyllium 300 g é uma fórmula manipulada que pode contribuir para seu bem-estar. Composição: Psyllium 300 g. Use conforme orientação do seu médico ou nutricionista. Manter em local seco, longe da luz. Consulte um profissional de saúde antes do uso.",Psyllium 300 g | Me Joy,Psyllium 300 g. Fórmula manipulada. Entrega em todo Brasil. Me Joy.
MJOY-0198,7890,Resveratrol 500 mg,,Fórmula manipulada para apoiar pele & beleza. Qualidade e entrega nacional.,"Resveratrol 500 mg é uma fórmula manipulada que pode contribuir para seu bem-estar. Composição: Resveratrol 500 mg. Use conforme orientação do seu médico ou nutricionista. Manter em local seco, longe da luz. Consulte um profissional de saúde antes do uso.",Resveratrol 500 mg | Me Joy,Resveratrol 500 mg. Fórmula manipulada. Entrega em todo Brasil. Me Joy.
MJOY-0199,6590,Saw Palmetto 160 mg,,Fórmula manipulada para apoiar hormonal & libido. Qualidade e entrega nacional.,"Saw Palmetto 160 mg é uma fórmula manipulada que pode contribuir para seu bem-estar. Composição: Saw Palmetto 160 mg. Use conforme orientação do seu médico ou nutricionista. Manter em local seco, longe da luz. Consulte um profissional de saúde antes do uso.",Saw Palmetto 160 mg | Me Joy,Saw Palmetto 160 mg. Fórmula manipulada. Entrega em todo Brasil. Me Joy.
MJOY-0200,7290,Óleo De Hortelã-Pimenta,,Fórmula manipulada para apoiar intestino. Qualidade e entrega nacional.,"Óleo De Hortelã-Pimenta é uma fórmula manipulada que pode contribuir para seu bem-estar. Composição: Óleo De Hortelã-Pimenta. Use conforme orientação do seu médico ou nutricionista. Manter em local seco, longe da luz. Consulte um profissional de saúde antes do uso.",Óleo De Hortelã-Pimenta | Me Joy,Óleo De Hortelã-Pimenta. Fórmula manipulada. Entrega em todo Brasil. Me Joy.
